mode,checker_prob,gate_policy,iteration,slot,count,total_us,avg_us
checker,10,none,9,mc_increment,568,3106350,5468
checker,10,none,9,commit_now,568,7378502,12990
checker,10,none,9,batch_latency,568,11005937,19376
checker,10,none,9,fsync_hook,1003,1674217,1669
checker,10,none,9,close_hook,1,12649,12649
checker,10,none,9,exit_hook,1,29533,29533
checker,10,none,9,gate_hook,2006,27108,13
checker,100,none,0,compute_tag,1003,22550,22
checker,100,none,0,vault_save,1003,5465660,5449
checker,100,none,0,mc_increment,1003,3865550,3853
checker,100,none,0,commit_now,1003,9444790,9416
checker,100,none,0,batch_latency,1003,9509843,9481
checker,100,none,0,fsync_hook,1003,9577012,9548
checker,100,none,0,close_hook,1,7833,7833
checker,100,none,0,exit_hook,1,9839,9839
checker,100,none,0,gate_hook,2006,23705,11
checker,100,none,1,compute_tag,1003,23052,22
checker,100,none,1,vault_save,1003,5518488,5501
checker,100,none,1,mc_increment,1003,3915717,3904
checker,100,none,1,commit_now,1003,9548372,9519
checker,100,none,1,batch_latency,1003,9622230,9593
checker,100,none,1,fsync_hook,1003,9686111,9657
checker,100,none,1,close_hook,1,7444,7444
checker,100,none,1,exit_hook,1,10503,10503
checker,100,none,1,gate_hook,2006,23905,11
checker,100,none,2,compute_tag,1003,21546,21
checker,100,none,2,vault_save,1003,5610070,5593
checker,100,none,2,mc_increment,1003,3984713,3972
checker,100,none,2,commit_now,1003,9702926,9673
checker,100,none,2,batch_latency,1003,9775360,9746
checker,100,none,2,fsync_hook,1003,9837712,9808
checker,100,none,2,close_hook,1,6481,6481
checker,100,none,2,exit_hook,1,15599,15599
checker,100,none,2,gate_hook,2006,21807,10
checker,100,none,3,compute_tag,1003,21823,21
checker,100,none,3,vault_save,1003,5494746,5478
checker,100,none,3,mc_increment,1003,3876223,3864
checker,100,none,3,commit_now,1003,9480745,9452
checker,100,none,3,batch_latency,1003,9547517,9518
checker,100,none,3,fsync_hook,1003,9611232,9582
checker,100,none,3,close_hook,1,7404,7404
checker,100,none,3,exit_hook,1,11032,11032
checker,100,none,3,gate_hook,2006,22126,11
checker,100,none,4,compute_tag,1003,22202,22
checker,100,none,4,vault_save,1003,5448893,5432
checker,100,none,4,mc_increment,1003,3874544,3862
checker,100,none,4,commit_now,1003,9433945,9405
checker,100,none,4,batch_latency,1003,9498954,9470
checker,100,none,4,fsync_hook,1003,9564196,9535
checker,100,none,4,close_hook,1,11084,11084
checker,100,none,4,exit_hook,1,10179,10179
checker,100,none,4,gate_hook,2006,22131,11
checker,100,none,5,compute_tag,1003,23197,23
checker,100,none,5,vault_save,1003,5506647,5490
checker,100,none,5,mc_increment,1003,3854617,3843
checker,100,none,5,commit_now,1003,9475919,9447
checker,100,none,5,batch_latency,1003,9543544,9514
checker,100,none,5,fsync_hook,1003,9606965,9578
checker,100,none,5,close_hook,1,7322,7322
checker,100,none,5,exit_hook,1,12364,12364
checker,100,none,5,gate_hook,2006,23529,11
checker,100,none,6,compute_tag,1003,21493,21
checker,100,none,6,vault_save,1003,5500986,5484
checker,100,none,6,mc_increment,1003,3902347,3890
checker,100,none,6,commit_now,1003,9511897,9483
checker,100,none,6,batch_latency,1003,9574095,9545
checker,100,none,6,fsync_hook,1003,9635827,9607
checker,100,none,6,close_hook,1,8222,8222
checker,100,none,6,exit_hook,1,9755,9755
checker,100,none,6,gate_hook,2006,21892,10
checker,100,none,7,compute_tag,1003,23070,23
checker,100,none,7,vault_save,1003,5541271,5524
checker,100,none,7,mc_increment,1003,3997407,3985
checker,100,none,7,commit_now,1003,9650490,9621
checker,100,none,7,batch_latency,1003,9716312,9687
checker,100,none,7,fsync_hook,1003,9778827,9749
checker,100,none,7,close_hook,1,8248,8248
checker,100,none,7,exit_hook,1,10277,10277
checker,100,none,7,gate_hook,2006,22709,11
checker,100,none,8,compute_tag,1003,22600,22
checker,100,none,8,vault_save,1003,5395794,5379
checker,100,none,8,mc_increment,1003,3820010,3808
checker,100,none,8,commit_now,1003,9330102,9302
checker,100,none,8,batch_latency,1003,9396370,9368
checker,100,none,8,fsync_hook,1003,9458197,9429
checker,100,none,8,close_hook,1,7732,7732
checker,100,none,8,exit_hook,1,10241,10241
checker,100,none,8,gate_hook,2006,23533,11
checker,100,none,9,compute_tag,1003,19788,19
checker,100,none,9,vault_save,1003,5287303,5271
checker,100,none,9,mc_increment,1003,3797272,3785
checker,100,none,9,commit_now,1003,9182340,9154
checker,100,none,9,batch_latency,1003,9240580,9212
checker,100,none,9,fsync_hook,1003,9296161,9268
checker,100,none,9,close_hook,1,7797,7797
checker,100,none,9,exit_hook,1,11164,11164
checker,100,none,9,gate_hook,2006,20498,10
