mode,checker_prob,iteration,slot,count,total_us,avg_us
checker,100,1,batch_latency,3008,30631773,10183
checker,100,1,fsync_hook,3008,30828588,10248
checker,100,1,close_hook,1003,10559632,10528
checker,100,1,exit_hook,1,11577,11577
checker,100,1,gate_hook,0,0,0
checker,100,2,compute_tag,3008,61041,20
checker,100,2,vault_save,3008,16129492,5362
checker,100,2,mc_increment,3008,14110132,4690
checker,100,2,commit_now,3008,30560295,10159
checker,100,2,batch_latency,3008,30742114,10220
checker,100,2,fsync_hook,3008,30932009,10283
checker,100,2,close_hook,1003,10548913,10517
checker,100,2,exit_hook,1,10521,10521
checker,100,2,gate_hook,0,0,0
checker,100,3,compute_tag,3008,60105,19
checker,100,3,vault_save,3008,15837854,5265
checker,100,3,mc_increment,3008,13726714,4563
checker,100,3,commit_now,3008,29885271,9935
checker,100,3,batch_latency,3008,30068678,9996
checker,100,3,fsync_hook,3008,30266616,10062
checker,100,3,close_hook,1003,10436245,10405
checker,100,3,exit_hook,1,10962,10962
checker,100,3,gate_hook,0,0,0
checker,100,4,compute_tag,3008,59508,19
checker,100,4,vault_save,3008,15870875,5276
checker,100,4,mc_increment,3008,13904146,4622
checker,100,4,commit_now,3008,30092109,10004
checker,100,4,batch_latency,3008,30281951,10067
checker,100,4,fsync_hook,3008,30473424,10130
checker,100,4,close_hook,1003,10397590,10366
checker,100,4,exit_hook,1,10066,10066
checker,100,4,gate_hook,0,0,0
checker,100,5,compute_tag,3008,60784,20
checker,100,5,vault_save,3008,15936740,5298
checker,100,5,mc_increment,3008,13756320,4573
checker,100,5,commit_now,3008,30011320,9977
checker,100,5,batch_latency,3008,30193302,10037
checker,100,5,fsync_hook,3008,30385676,10101
checker,100,5,close_hook,1003,10387567,10356
checker,100,5,exit_hook,1,11057,11057
checker,100,5,gate_hook,0,0,0
checker,100,6,compute_tag,3008,60495,20
checker,100,6,vault_save,3008,15570581,5176
checker,100,6,mc_increment,3008,13555184,4506
checker,100,6,commit_now,3008,29449215,9790
checker,100,6,batch_latency,3008,29636179,9852
checker,100,6,fsync_hook,3008,29827114,9915
checker,100,6,close_hook,1003,10249780,10219
checker,100,6,exit_hook,1,11902,11902
checker,100,6,gate_hook,0,0,0
checker,100,7,compute_tag,3008,60657,20
checker,100,7,vault_save,3008,15865974,5274
checker,100,7,mc_increment,3008,13812140,4591
checker,100,7,commit_now,3008,30003122,9974
checker,100,7,batch_latency,3008,30186046,10035
checker,100,7,fsync_hook,3008,30380018,10099
checker,100,7,close_hook,1003,10391102,10360
checker,100,7,exit_hook,1,11378,11378
checker,100,7,gate_hook,0,0,0
checker,100,8,compute_tag,3008,59749,19
checker,100,8,vault_save,3008,15719456,5225
checker,100,8,mc_increment,3008,13671687,4545
checker,100,8,commit_now,3008,29706299,9875
checker,100,8,batch_latency,3008,29888391,9936
checker,100,8,fsync_hook,3008,30077187,9999
checker,100,8,close_hook,1003,10360899,10329
checker,100,8,exit_hook,1,11277,11277
checker,100,8,gate_hook,0,0,0
checker,100,9,compute_tag,3008,59897,19
checker,100,9,vault_save,3008,15880698,5279
checker,100,9,mc_increment,3008,13812964,4592
checker,100,9,commit_now,3008,30010617,9976
checker,100,9,batch_latency,3008,30190439,10036
checker,100,9,fsync_hook,3008,30378060,10099
checker,100,9,close_hook,1003,10357939,10326
checker,100,9,exit_hook,1,11214,11214
checker,100,9,gate_hook,0,0,0
